"","activity","subject","tBodyAccmeanX","tBodyAccmeanY","tBodyAccmeanZ","tBodyAccstdX","tBodyAccstdY","tBodyAccstdZ","tGravityAccmeanX","tGravityAccmeanY","tGravityAccmeanZ","tGravityAccstdX","tGravityAccstdY","tGravityAccstdZ","tBodyAccJerkmeanX","tBodyAccJerkmeanY","tBodyAccJerkmeanZ","tBodyAccJerkstdX","tBodyAccJerkstdY","tBodyAccJerkstdZ","tBodyGyromeanX","tBodyGyromeanY","tBodyGyromeanZ","tBodyGyrostdX","tBodyGyrostdY","tBodyGyrostdZ","tBodyGyroJerkmeanX","tBodyGyroJerkmeanY","tBodyGyroJerkmeanZ","tBodyGyroJerkstdX","tBodyGyroJerkstdY","tBodyGyroJerkstdZ","tBodyAccMagmean","tBodyAccMagstd","tGravityAccMagmean","tGravityAccMagstd","tBodyAccJerkMagmean","tBodyAccJerkMagstd","tBodyGyroMagmean","tBodyGyroMagstd","tBodyGyroJerkMagmean","tBodyGyroJerkMagstd","fBodyAccmeanX","fBodyAccmeanY","fBodyAccmeanZ","fBodyAccstdX","fBodyAccstdY","fBodyAccstdZ","fBodyAccJerkmeanX","fBodyAccJerkmeanY","fBodyAccJerkmeanZ","fBodyAccJerkstdX","fBodyAccJerkstdY","fBodyAccJerkstdZ","fBodyGyromeanX","fBodyGyromeanY","fBodyGyromeanZ","fBodyGyrostdX","fBodyGyrostdY","fBodyGyrostdZ","fBodyAccMagmean","fBodyAccMagstd","fBodyBodyAccJerkMagmean","fBodyBodyAccJerkMagstd","fBodyBodyGyroMagmean","fBodyBodyGyroMagstd","fBodyBodyGyroJerkMagmean","fBodyBodyGyroJerkMagstd"
"108","WALKING",18,15.33771448,-0.99693233845,-5.836225666,-21.05630919,-12.712328994,-23.98749142,51.73645393,-14.24175681,-3.412155129,-55.04860943,-54.6174529,-54.45909553,4.298135959,1.5833746986,0.598365096,-20.61118718,-17.92889075,-35.4662482,-2.23663840975,-3.43687323266,5.2904230099,-39.44862754,-27.80016622,-28.63936347,-5.4120376556,-2.4291183049,-2.81473678178,-32.37550223,-38.91584421,-37.14253644,-16.12285237,-25.77940206,-16.12285237,-25.77940206,-21.23907868,-23.82344503,-28.02638428,-34.07656511,-35.64321023,-40.68913963,-20.80260875,-13.64195119,-27.42717887,-21.17181916,-14.9673241,-24.63224837,-23.22864065,-20.26687877,-33.66424582,-21.05559654,-17.93479033,-37.20232036,-34.14171233,-31.97029644,-30.13653131,-41.15447785,-25.80987706,-30.71094719,-23.76565711,-31.67153119,-23.18611407,-24.88939522,-34.73855808,-37.45885621,-39.79339342,-43.08686959
"109","WALKING",19,14.24442096,-0.9972226571,-6.382307006,-2.54305692141,9.45368118165,-7.2528530022,48.63157308,-11.6135812,-4.671829746,-50.43279605,-49.84986242,-48.31777241,4.2756806792,0.74939010650152,-1.7031493559,5.73594992441,4.208210209,-9.3283058687,-1.42984909545,-3.9081605354,4.150156306,-1.3746613812,-5.94911765971,-5.4185552971,-4.3282369592,-1.597067899,-3.136078203,4.1661699203,-15.1629310366,-11.1016913979,3.370501881,-5.16842129107,3.370501881,-5.16842129107,5.6914514905,1.854105698,5.2023437144,-1.1360084604,-8.5643988348,-14.1173489654,-1.559041468,8.80144593448,-5.430014595,-3.0098680925,5.8559840555,-12.1613612153,1.74918118884,0.5580572607,-6.727130935,4.7235057593,4.4408558068,-11.84715178069,11.863402817,-5.0624592023,-0.54624477232,-5.63621809576,-6.916534844,-11.454101922,1.67581594033,-16.889257115,3.79693562918,-1.1589218474,-4.9527943523,-7.3631169201,-13.647026788,-17.479734116
"110","WALKING",20,13.90205616,-1.0811996045,-5.790513332,-10.625482393,24.97836224,-11.665445086,45.89822549,-17.56663957,-1.791640914,-49.48669059,-49.06217256,-48.64637242,4.290295048,-1.0741597503,0.323573184,-4.6228971346,12.459855599,-19.7708938,-1.1939315525,-3.77935778524,4.3419356394,-11.879971328,4.3774397488,-8.453171836,-3.4679610634,-2.622296369,-2.8012959084,-12.914599717,-6.505258624,-11.5792606936,2.009516309524,-8.003449988,2.009516309524,-8.003449988,-2.1897324441,1.0749051559,3.5000032542,-1.8760512669,-9.939555913,-7.6430714892,-7.5176178805,20.576763497,-13.882906947,-11.984267862,22.360253406,-13.591384063,-7.074578953,8.054631567,-17.64571829,-6.2340974826,13.03631721104,-21.81221305,-4.7748682987,1.58174442593,-5.5535172799,-14.276507946,5.4929450777,-13.512817494,-0.1802043149,-19.88663422,2.78087441926,-1.58431637816,-2.65233455522,-10.006722039,-9.19863211042,-8.7707640272
"111","WALKING",21,14.51754339,-0.94437365114,-5.424605285,-15.486371864,2.81257864789,-8.771813739,44.85128965,-19.29119657,-11.48929393,-50.41797048,-50.13551507,-50.69684818,4.0677094651,0.122302728,-0.5294297908,-5.97422143956,-1.805148049793,-22.10741545,-2.38848164798,-3.0695310877,5.1153228362,-22.47610996,-20.69040047,-16.21753117,-4.5175920876,-2.681381355,-3.2301989412,-12.423232192,-25.10842411,-25.73623817,-6.419694399,-15.584907113,-6.419694399,-15.584907113,-7.7032275592,-4.3601374385,-14.80833353,-21.23183059,-22.2003977,-23.41923942,-14.221800243,1.7600222313,-15.61607147,-16.044453635,-0.1332730075,-8.5779734141,-10.422984591,-5.8533664324,-21.09640821,-5.5854657384,-0.7717588628,-23.06529746,-12.82618391,-19.33069251,-14.729648693,-25.5766807,-21.80884573,-20.04627867,-13.065852224,-22.78378914,-7.4885142626,-0.9710189301,-21.29483622,-26.63696584,-25.97905453,-22.32482025
"112","WALKING",22,12.82777114,-0.769182596603,-4.927175503,-0.398324083,4.6176753308,-9.814190565,43.06043488,-11.94366711,1.075388258,-44.60359861,-44.32740965,-43.93680098,2.88777711641,1.641033163,0.2040980649,1.6504206342,10.3749453488,-14.40517152,0.0357492266,-4.4200513663,3.5662263363,-14.65274183,-22.3708169,-6.966217696,-6.1169678687,-1.48078923,-2.6211372958,-10.42619447,-29.98627157,-10.776794941,3.32312795968,-7.433222224,3.32312795968,-7.433222224,1.0543184981,5.1305145475,-9.687970011,-17.97568146,-21.25197833,-23.14289037,-4.5766715089,6.6869059371,-11.739959632,1.1222076803,0.1779468873,-11.667605982,-1.688416557,7.35979823,-12.97077804,0.8282198124,9.817483582428,-15.78699809,-6.653837999,-23.05413749,-3.841054387,-17.22683066,-22.15472291,-11.64599834,-1.1112908385,-17.54436817,3.034745511,7.2811902804,-20.16542125,-21.34487986,-25.48152159,-21.91464244
"113","WALKING",23,16.11950117,-1.0833504004,-6.689596651,-18.49778463,-7.02221460413,9.6890204376,55.44877163,-9.54392083,-9.48503826,-57.65662333,-57.02649171,-55.04589917,5.82518260719,0.8788399685,-0.1125782785,-13.530359216,-4.7496022925,-1.7293788306,-3.7238255351,-3.7771677337,6.35432658855,-29.16503627,15.307976523,-12.3684583904,-3.4109566105,-3.0485580584,-5.32771489378,-21.47419664,17.460809645,-22.09294932,-5.8337441695,-12.38937191968,-5.8337441695,-12.38937191968,-3.9578359697,-1.582346742,-0.71371273119,9.6374406458,0.680301922,14.76021904296,-16.2488470873,-4.273767176,4.8030783634,-19.45862951,-11.948919656,6.8524630013,-17.134216838,-9.1738345241,-3.374925816,-13.875206428,-3.5975432626,-0.3679520421,-19.91953298,11.5385982533,-11.5032517884,-32.15804981,16.9083095885,-16.981431221,-5.5613772389,-24.04707343,-1.0661636392,-2.6984967713,10.9196142356,-3.6271185008,8.6504955748,16.9822423498
"114","WALKING",24,16.06488733,-1.3075891231,-6.414565269,-27.30421725,-8.9393948935,-16.75272094,55.66266272,-6.676742025,-8.17278173,-57.02167922,-55.82957297,-55.84373206,4.2452460571,0.703276628,-0.675128049,-28.18006881,-17.52876935,-28.48898903,-3.1617358502,-3.8189281035,5.637636658,-33.67464765,-28.25564425,-22.97693219,-3.6268077439,-2.9167910496,-4.2910459949,-28.46486042,-29.82630104,-32.36215577,-17.39904961,-27.90171308,-17.39904961,-27.90171308,-23.18388766,-23.76982463,-23.3777211,-32.70406633,-29.45383526,-32.24932042,-28.56034855,-11.785237001,-19.98059478,-26.83855107,-10.600455658,-18.24952127,-29.55843379,-20.46409981,-27.25537301,-29.4431626,-17.072505649,-29.64470593,-27.16111471,-27.83080311,-22.70397944,-35.78111868,-28.76198377,-26.29359579,-25.2078969,-34.23541904,-24.28118072,-23.37283905,-31.0015315,-38.74590251,-33.15247474,-32.91196845
"115","WALKING",25,20.64546417,-1.3799344229,-8.046585086,-44.10455082,-11.977078457,-32.34787184,69.37375047,-9.421374435,13.942804238,-72.48294548,-71.41691464,-69.92968411,5.34073327088,0.25982524905,-0.2479730237,-44.96394894,-28.31385917,-49.99450387,-1.1566597977,-6.07368368357,6.422228653,-29.68574778,-44.69837521,-41.64536816,-7.5759179298,-2.95250023368,-3.79395205927,-37.58882496,-59.17301843,-48.80863607,-29.99141782,-41.85450849,-29.99141782,-41.85450849,-39.83356542,-40.17238463,-29.1828177,-36.24589457,-50.20648911,-56.02040832,-45.06887926,-18.639140061,-39.48367832,-43.76729678,-12.6032214989,-31.86621945,-46.29405789,-32.14968478,-48.78719307,-46.18678362,-27.21424728,-51.09059057,-30.48131925,-50.22752591,-41.53789837,-30.09418,-41.97289487,-44.6622715,-41.88844171,-46.83663319,-41.77975932,-38.40631448,-41.6422607,-39.16540601,-57.00226627,-56.04654774
"116","WALKING",26,16.47660218,-0.910131563,-6.426693677,-20.070946126,-8.0447321071,-19.67570365,56.67821752,-7.90140892,6.415583271,-57.82328341,-57.17337854,-57.00766214,3.8485920703,1.1606016518,-0.36480041277,-19.37872,-15.449951771,-23.45152745,-0.1971107039,-4.9648951439,5.0213085622,-29.08025697,-33.96839142,-20.91839451,-5.8652759063,-2.6935758699,-2.9042192176,-24.62887953,-34.63300654,-28.64703709,-13.180551138,-24.88905052,-13.180551138,-24.88905052,-17.15472347,-16.4816945,-23.13342942,-31.76142788,-30.23153071,-35.60465167,-18.99561343,-8.655427238,-20.03283909,-20.531877611,-10.957824106,-22.68227402,-21.4893791,-17.613386966,-23.5217182,-20.7128915,-16.045177276,-23.39529468,-21.71866144,-33.14783817,-18.79249197,-31.44697696,-34.68843667,-25.14769334,-22.41036782,-31.69385406,-17.30814213,-15.86795946,-32.56372917,-35.95850678,-36.54820113,-36.16289025
"117","WALKING",27,15.78042067,-0.9489290643649,-6.430870488,-19.86310695,-10.676169253,-16.94714159,53.85127938,-10.68733097,-7.1940234264,-55.8523698,-55.50620099,-54.52582896,3.9006922393,0.0919012658,-1.182882653,-18.02248923,-5.93315617585,-22.86774677,-4.87853635698,-2.0824845328,6.7412617612,-34.59103417,-30.2023083,-14.25686333,-4.481132000297,-2.718754106,-3.7064110504,-29.82564212,-36.14401366,-24.30177687,-13.61467089,-23.21927986,-13.61467089,-23.21927986,-13.13853131,-15.1699196,-22.60840896,-27.49978428,-32.06747037,-35.26696183,-17.59603534,-7.79666185,-17.80523794,-20.81961191,-15.26126836,-19.69436738,-19.692516,-11.101739659,-21.80917422,-19.75679356,-3.7345204575,-23.82360565,-28.38702231,-30.47928119,-18.13639565,-36.61390016,-30.26379879,-16.9773082,-18.65207613,-31.37237848,-14.81623875,-15.944725255,-29.60874713,-31.17262435,-35.52742738,-36.4368159
"118","WALKING",28,15.18632409,-0.8465025041,-5.6005940914,-15.8221902,-6.365854067,-16.25013338,50.91823488,-12.38307218,-6.799294506,-52.74147074,-52.31416643,-50.98815172,5.028060052,1.2230276547,-0.4119742089,-18.12780995,-11.886648526,-29.02340547,-5.7183952245,-0.93323970727,6.26755919,-27.2051257,-26.87493636,-13.1004747694,-5.0206322482,-2.7831300279,-3.205183391,-21.56852247,-34.50700194,-23.81010656,-9.7559650962,-21.20547708,-9.7559650962,-21.20547708,-16.15806141,-21.08428511,-16.781901074,-24.86762971,-29.49743296,-31.31250449,-15.12335788,-6.9072629064,-19.24223248,-16.13695085,-9.1146070552,-17.60649458,-19.58050694,-15.90561062,-26.93274252,-19.82428649,-10.3549051946,-31.02730642,-20.23277787,-27.25281394,-13.771568431,-29.45593176,-26.86341993,-16.645143083,-19.01646945,-27.62497821,-19.48381864,-23.55874253,-27.78853094,-27.907825,-32.1821156,-31.80987345
"119","WALKING",29,14.41599559,-0.86345268312,-5.651518647,-9.239910832,-4.86296524821,-12.869886028,51.00584241,-6.74785817,5.065698354,-51.84743756,-51.68946095,-50.13701617,4.5248397472,1.186513407,0.4990200715,-11.7359777681,-4.62025615688,-24.47317452,-0.42170412861,-4.3438881172,4.5413168518,-31.74003956,-9.635539738,-22.80231938,-5.66508006869,-2.5434600578,-2.0795556294,-20.98320994,-31.16104782,-26.7188947,-5.0626309867,-13.92283837,-5.0626309867,-13.92283837,-12.732278903,-7.050922502,-14.87038318,-19.01714712,-26.83083226,-32.44781567,-7.19843380535,-1.8531043248,-14.82594649,-10.088866773,-9.649632598,-15.017449352,-11.154904019,-4.6651310647,-20.92852483,-16.288843498,-8.2160950209,-28.03884955,-22.86897257,-19.19831276,-21.05570726,-34.67861863,-4.9892063839,-26.1882266,-12.491215195,-20.84264779,-5.775844944,-8.983844459,-22.09134623,-22.74531202,-33.31055914,-32.7893893
"120","WALKING",30,17.96643927,-1.14322250725,-6.4106059483,-22.51562789,-11.28075141,-7.830990954,62.73914082,-10.24879855,-0.25516164991,-63.68391035,-63.06147654,-61.35729734,4.4764848062,1.4277675425,-0.4806972534,-24.33606119,-17.596102839,-33.88787058,-2.9867848131,-4.2196110277,5.4571935552,-25.2148386,0.3901806298,-11.867027408,-5.6799594623,-4.010687647,-2.89904699462,-29.9224501,-32.34541715,-30.95357175,-12.684102143,-23.39177175,-12.684102143,-23.39177175,-22.8872614,-22.99381636,-1.49266518351,-17.344972534,-30.68446744,-35.5535227,-22.841189209,-12.600683154,-20.12132737,-22.42032731,-14.016230499,-6.054409516,-25.323716022,-19.469147354,-30.35699616,-26.98380087,-18.815296196,-37.40166736,-24.33861953,-11.43356006261,-16.07777234,-25.93710249,6.2104643005,-15.466195785,-22.25364524,-30.54043167,-22.566708755,-23.82493208,-23.29238314,-21.55021316,-35.59541396,-37.6077029
"121","WALKING_DOWNSTAIRS",1,14.1702277,-0.4860067259,-5.2707433545,1.471731579071,-1.564861229,-11.291276447,45.66184653,-13.06390661,-3.0438779711,-46.57743077,-45.91391429,-43.90104506,2.653610508,1.452872003,-0.5376266779,-0.6019091667,-4.9784681414,-16.941016584,-1.71883132465,-4.455919322,4.41416569595,-22.443496604,-6.191110552,-6.1104202579,-3.62400097773,-2.1555236385,-1.3252591992,-23.86433977,-11.702416549,-13.1693125319,1.33222627912,0.9743331807,1.33222627912,0.9743331807,-4.3829265591,-1.2635982657,-3.711321464,-11.060494035,-14.477728324,-15.019021631,1.8732299744,0.0759454839600001,-11.053149113,1.1922111178,-5.5352232577,-14.59846684,-1.355529513,-6.3046907248,-14.12840205,-4.23006693537,-6.594420435,-19.68435175,-17.2700319368,-2.729410371,-1.5616019327,-24.275701819,-8.8893217042,-11.6837347,4.7326421809,-9.1399847526,1.2847062517,-5.0985607756,-9.1002940015,-19.519169116,-13.8162045997,-19.204073954
"122","WALKING_DOWNSTAIRS",2,13.047921359,-1.0650865443,-5.490208292,2.1792340279,12.3554440807,-4.833381679,40.50607324,-15.31166473,-2.0627837648,-44.1970027,-44.1832207,-43.77760072,5.17190893177,-0.1541407683,-0.9839528855,6.9207097322,5.9609166842,-15.98573509,-5.449525585,-0.226694739,4.5671690186,-15.0770938104,-19.53973981,-13.132664238,-2.730880943,-1.9809102104,-3.3380801394,-11.46520785,-22.061644952,-10.2585169745,4.2277026634,10.1325577398,4.2277026634,10.1325577398,0.2657926775,10.792007701,-7.62286358573,-12.917673195,-19.31101556,-16.129830144,5.3035345353,13.082216963,-6.170666284,0.7569171334,8.082776729,-7.6155460315,6.4916720111,4.5218305558,-12.760439892,2.3480759367,3.799167409,-19.18668889,-6.8514706091,-17.009949728,-4.1122402596,-17.833523695,-21.56043913,-19.88042026,13.7909668498,-1.0095030441,10.4456282501,10.6915944295,-15.079411547,-17.511107502,-17.868239405,-16.153852315
"123","WALKING_DOWNSTAIRS",3,14.32875075,-0.94841498871,-5.6908523025,-2.813092328,-1.6243682446,-17.749772029,46.0138316,-11.2126315,-5.015285144,-46.55299535,-46.35863725,-44.09725344,3.555877543,0.537568069,-0.0993367092899999,-4.204249207,-5.460520554,-28.01502691,-6.4470905461,-0.6828544154,6.0675101793,-12.8210172867,-26.79027901,-21.67308061,-3.8156380864,-1.9186828617,-2.0393463425,-13.998474955,-33.36641957,-18.355665203,-3.07781797959,-2.0155663845,-3.07781797959,-2.0155663845,-10.056723086,-4.5389900232,-10.549430561,-12.043940268,-24.91981128,-28.61204134,-2.0663640219,-0.3773236671,-19.8181683,-3.206644244,-5.3763953618,-19.096428669,-4.442864913,-6.660988589,-25.92391308,-8.1067020356,-7.238683763037,-30.06272864,-6.3242621405,-26.59201404,-14.8404565978,-15.1228862215,-27.10163247,-26.86005135,1.4181246585,-11.4586216839,-2.4244208888,-7.7960121129,-16.2864548392,-15.799600524,-28.23758277,-30.62063021
"124","WALKING_DOWNSTAIRS",4,12.59843983,-0.4410903828,-4.804988607,0.503709733,-9.83692462455,-21.56336897,42.64793364,-2.7938374783,6.6921664,-42.98664966,-41.94297185,-42.19892075,4.3733823699,0.2537010968,-0.3281119949,-6.55918689081,-6.5809032686,-28.19911441,-4.627747014,-3.1681167855,2.6668777266,-16.661011288,-31.47540917,-22.43163602,-4.145772306,-1.5679571105,-2.2177639606,-17.81979725,-36.75862081,-14.660103317,-2.2122752703,-3.688015685,-2.2122752703,-3.688015685,-10.29831361863,-9.758651489,-15.597283176,-17.125768143,-26.67793567,-28.66857946,-3.250765246,-5.832298776,-22.26075532,1.7554421814,-14.5139092974,-23.07124364,-7.2734808483,-7.7823732931,-26.27628171,-9.3712528043,-7.9740942443,-30.09903005,-10.8134502046,-32.28956282,-14.323791646,-18.671355043,-31.11832653,-27.97463121,-0.8583450858,-11.863981363,-7.8882878951,-12.619204963,-19.31460163,-20.59533396,-27.97886051,-30.84619193
"125","WALKING_DOWNSTAIRS",5,13.796564575,-0.3995505406,-4.715036741,12.927167192,4.2658645769,-15.31689746,44.96251957,-2.8556180961,1.0188561781571,-44.67307411,-42.88108078,-43.57805845,5.1535782216,0.6468056989,1.0029690229,1.5153528577,2.2259778791,-24.56462698,-3.2098447856,-3.3266881943,3.790831951,-21.650401709,-19.22930501,-10.709844992,-5.177003388,-3.32899396585,-1.8783875974,-19.33120422,-24.1857999,-1.6178220951,9.923526121,9.65485167,9.923526121,9.65485167,-2.996384229,-1.3750813962,-10.24740226,-16.9518803469,-18.66819419,-21.16425098,4.626304424,3.723719262,-17.61278421,15.81807207,1.2608684129,-16.60969896,-1.7296571105,-2.6697549004,-23.12305747,0.519628861,4.23808445492,-25.90536954,-13.881219767,-17.97670453,-1.60622631207,-24.20222423,-20.28298044,-17.61114379,7.319881934,2.0141080294,0.43164530416,-4.21757789,-16.4189054924,-22.75463989,-21.32377061,-22.89503586
"126","WALKING_DOWNSTAIRS",6,13.298172391,-0.93776832303,-5.146049098,18.41671871,17.28791802089,-15.36980316098,44.56950985,-10.27422405,-0.14783121826,-45.81150084,-44.81172486,-44.85018079,4.976704498,0.47408918744,-0.4475858963,7.9330114012,13.2741134174,-16.167231469,-4.612019701,-1.6405546013,4.17606045701,-9.5185849575,-9.08301936,-4.5158300627,-1.2309707153,-3.6868315949,-1.786697522,1.8882622121,-9.288403463,9.2739119501,16.02022711,17.93337188,16.02022711,17.93337188,4.984563468,10.05610437,0.68485354366,-2.0461284047,-3.9809609,-5.33896397566,15.75880829,16.3090163435,-13.324924364,19.3617488,13.595896206,-19.488686904,6.5546395831,6.5857177104,-13.588137846,4.255272477092,16.379634845,-18.674738262,3.0418370537,-6.2557183579,7.3365719703,-13.7627959013,-11.302606856,-13.232028613,19.00598566,6.941892339,11.7040444217,7.4308253475,-0.6899300832,-11.6329851514,-6.3698584495,-6.99521018383
"127","WALKING_DOWNSTAIRS",7,13.17443276,-0.781762153,-4.5561005036,3.1058333246,-6.4944164185,-2.99109150445,43.73931074,-6.103968634,-7.2819703116,-45.34917026,-44.7758986,-43.65155404,4.5539530678,-0.8979870533,-0.7538348448,1.33965945825,-13.9251447137,-16.314064627,-4.9542518092,-2.3367206485,5.49405414501,-19.163972512,-13.753428395,-18.84941653,-2.8071855096,-1.794950096,-3.71050591,-24.00435786,-14.0774496448,-19.984417463,0.9343378435,10.08356932017,0.9343378435,10.08356932017,-8.00502211053,4.2386305184,-8.870818487,-12.208325362,-18.76380808,-13.854597816,2.084113082,-6.829208638,-6.543162439,3.4315207499,-8.938795641,-4.7057101489,-1.4345654251,-14.863115985,-13.93526043,-0.200355898,-15.245792335,-18.695401663,-15.94716909,-10.078824428,-14.081212581,-20.338355799,-16.53073393,-23.2706425,10.288820111,1.0078725914,3.167324647,5.0692714942,-11.987117698,-18.65475363,-13.587543828,-16.6166006969
"128","WALKING_DOWNSTAIRS",8,10.77239539,-0.8020229649,-4.088729145,0.9172952002,13.065398378,5.081247501,34.73289294,-7.12918925,-5.38908152862,-35.93912934,-35.78007551,-34.09322048,4.519647357,-1.4447366156,-1.498553399,9.5054615318,10.949347314,-0.5135178222,-4.605205787,-1.9028886587,4.33746649579,-9.8203736502,0.9238985894,-4.923479223,-1.3272772609,-2.03288483262,-3.2980325289,-10.1797400985,-2.6772007412,-7.204968853,6.7107738491,4.990838955,6.7107738491,4.990838955,9.9798826302,9.6295137318,3.7750330275,-1.7719091139,-4.79518743,-5.98442494,5.1904275947,14.759685631,6.0644107483,-0.9897603883,8.822994966,0.8166763924,8.163973307,8.384308139,2.2271681837,6.5610413185,10.4098640874,-3.21736191,-4.968136919,4.411453403,1.05449264767,-11.5039339,-1.7531540269,-10.193629436,11.461816778,-5.933361556,12.598081477,5.119919787,-0.0137837276,-9.71243194,-4.7568242963,-9.99340986
"129","WALKING_DOWNSTAIRS",9,12.42878469,-0.856775930117,-3.8231709346,8.962475363,-8.7490496312,-0.324042615,39.41354648,-1.47967950944,-3.45559934759,-39.98993127,-39.32487547,-36.81893449,5.46810784,-0.868837057,0.110278919,0.7401803723,-12.996583845,-15.099561236,-3.8488086465,-2.9929151412,4.905784829,-16.650026314,-14.312139792,-11.74677630806,-3.9728305028,-2.5099550054,-2.8479385149,-21.40611119,-18.84130295,-17.52406114,6.1272270333,11.13504551734,6.1272270333,11.13504551734,-6.8197957496,1.6761283792,-7.0946988266,-13.53792152,-19.69919423,-19.14592786,4.3313972603,-7.691059128,-4.35564455163,10.5205278725,-11.489578176,-1.467878694,-2.7104882381,-13.173007756,-12.334467163,0.3940542216,-14.9512365,-17.86585115,-13.651801418,-13.125512209,-10.5288366422,-17.789468506,-15.29986776,-14.975581812,9.332565522,3.732421031,0.3010887111,2.963209781,-14.59668952,-17.81517096,-19.45322626,-20.37667409
"130","WALKING_DOWNSTAIRS",10,11.035260584,-0.7601929287,-4.2122466954,11.23787481,0.155007838,-6.97518735725,35.712682,-2.455410922,1.5911185552,-35.6921693,-35.6061453,-34.27923854,3.836456723,0.409734629,0.00579945259999995,8.484480632,-3.99077351139,-12.091159857,-4.743904583,-4.0562164756,2.7528480052,-11.580324327,-11.83348596,-1.3414829806,-2.446303221,-1.859636602,-2.7375698259,-15.84547329,-17.92273715,-8.631220805,9.532063237,5.965931806,9.532063237,5.965931806,1.92663886804,4.213334788,-0.9061785428,-10.654548321,-15.27046383,-18.77601874,8.19528038,0.3437709369,-5.9936775942,12.34839424,-2.4066833266,-10.21007447,6.8939269781,-4.5411632318,-9.1458033463,5.9626817878,-5.8275204975,-15.05362133,-8.14531064301,-10.354836993,1.4871938945,-12.90154561,-13.04300617,-5.7148822402,8.364396728,-2.3436227951,5.965165788,1.4450134478,-11.869205391,-14.735643969,-18.39946642,-20.70956373
"131","WALKING_DOWNSTAIRS",11,13.41385907,-0.81924951761,-5.109226899,6.5530016236,3.2573645375,-14.90523915,43.3203347,-9.21480936,6.089097505,-43.90688494,-42.6102816,-42.58748568,4.126975823,1.160461327,-1.0359609669,-3.8373782054,-5.8335664585,-26.66668218,-5.7531601563,-1.2087665887,2.6461250393,-17.2071750847,-22.8119391,-14.67214136,-1.0162148193,-2.3932557416,-1.7160226673,-24.58124762,-31.49129266,-22.10572102,5.8064722339,2.3356208016,5.8064722339,2.3356208016,-9.117482437,-5.842792277,-9.102634572,-15.6100921107,-27.56755899,-31.17652707,1.6189112494,1.1385374179,-17.37073876,8.2757111622,1.2087750329,-16.03682275,-5.5412982146,-8.1640450445,-24.39037434,-5.9037150035,-6.000416172,-28.92952617,-14.663742589,-24.29970811,-12.57911915,-18.295246865,-22.13186475,-18.27214167,4.1529148525,-6.307660777,-4.4829298448,-7.988440671,-20.98382501,-17.5057336396,-30.74366427,-32.85456479
"132","WALKING_DOWNSTAIRS",12,12.94997048,-0.83187627582648,-5.039572884,1.950790614,5.098425812,-19.55080102,43.69365111,-8.22030007,-2.5808328733,-44.1371848,-43.3917277,-43.02837001,2.8589011579,-0.5487301112,0.2232207159,0.290680612,2.894396688,-22.9381665,-5.176451964,-1.9657487856,4.1190009006,-16.6585808356,-21.90923619,-15.539107347,-1.2174772558,-2.802215101,-3.0049039081,-12.815975539,-23.80403902,-16.800681083,0.8424413763,4.4739980634,0.8424413763,4.4739980634,-4.9261869,3.0165938509,-9.8141694916,-14.74109680934,-20.37022964,-20.81269701,1.0812270041,6.9234600532,-18.49757619,2.223396517,0.770477468,-22.41994583,-0.32267724499,0.2941271688,-20.77425893,-3.3263258571,2.3695663815,-25.04522559,-8.2273836979,-19.34904781,-9.787298759,-19.428708925,-23.87046419,-20.63159756,6.808794394,-4.8357487156,3.5418545158,1.9349037551,-15.8671673186,-19.48348271,-21.078464578,-22.39189952
"133","WALKING_DOWNSTAIRS",13,13.86065501,-0.67550204381,-4.793715252,-3.2033490451,-1.50988659255,-7.441657871,44.26815413,-9.94309029,-4.46885560593,-44.77422495,-43.64158544,-42.01626025,4.780113301665,-0.3533780335,-1.1889950503,-3.482267813,-7.0043053554,-14.901190664,-5.7655934826,-1.11486688,5.23035926383,-19.599665593,-9.345863575,-15.17038189,-3.04183926,-3.1462461796,-2.4064962372,-21.79562369,-12.180672672,-17.253205823,-1.3847812079,-0.7336615345,-1.3847812079,-0.7336615345,-6.0125244206,-2.0396112668,-4.799380585,-11.127843679,-15.206964646,-12.9951009875,-3.4150325171,-1.713315664,-7.1054000653,-3.19805022,-4.3448875853,-10.96581329598,-5.3980231448,-9.7671803676,-12.9784878752,-5.393013873513,-6.663430467,-16.75923535,-15.024824859,-6.2899576761,-10.006613139,-21.25294818,-11.7340354741,-20.06938795,2.4853218391,-9.91290002,-1.3261362875,-3.33650104356,-9.687720239,-18.826322877,-12.5207954509,-16.1254584765
"134","WALKING_DOWNSTAIRS",14,13.2039952,-0.90063636146,-4.1774857449,0.8024103102,17.049172129,20.32092338,36.73333935,-11.89146036,-17.6650147,-41.35944573,-41.43266733,-39.58043925,1.9288423202,1.3110273946,0.47228670535,0.58318897154,8.6756294911,-6.01353272798,-0.66185844,-4.2537978408,1.590050419,-15.954823727,2.5645600018,16.028936873,-4.8879169971,-3.3326541488,-2.7719045794,-24.16509439,-12.794310922,4.1123589752,8.349196809,19.278266518,8.349196809,19.278266518,1.5912061896,8.76189775111,7.48530053291,-2.993150568,-12.380439757,-12.363480161,0.9564369929,16.716711168,12.6331178493,0.63371741545,13.2135254982,19.2403724567,-1.5201920639,7.414877526,-1.1195541265,-1.3607836459,6.243208651,-11.0185707691,-13.289199375,0.594370563,22.158647092,-17.049729273,3.33626019722,8.2257613348,21.235731981,8.0408061391,8.38005651295,8.741854085,-3.5440578305,-10.07673437612,-11.46362095236,-16.058224147
